priority,resource request for CPU cores,resource request for RAM,resource request for local disk space,Count,Probablity,normalised CPU cores,normalised RAM,normalised Disk Space
0,0.006248,0.003838,3.815e-05,1005,6.194640027618849e-05,10.001600768368816,24.697554697554693,40.0020970955227
0,0.006248,0.003853,3.815e-05,4394,0.0002708382913567883,10.001600768368816,24.794079794079792,40.0020970955227
0,0.006248,0.003853,0.0003862,2903,0.00017893572139480118,10.001600768368816,24.794079794079792,404.9491454335745
0,0.006248,0.003868,3.815e-05,1111,6.848005045457255e-05,10.001600768368816,24.890604890604887,40.0020970955227
0,0.006248,0.003868,0.0003862,7110,0.0004382476676255723,10.001600768368816,24.890604890604887,404.9491454335745
0,0.006248,0.003883,3.815e-05,1012,6.237786774079876e-05,10.001600768368816,24.987129987129986,40.0020970955227
0,0.006248,0.003929,3.815e-05,2050,0.0001263583289215785,10.001600768368816,25.283140283140284,40.0020970955227
0,0.006248,0.003944,0.0003862,2335,0.00014392521855213943,10.001600768368816,25.379665379665376,404.9491454335745
0,0.006248,0.00396,3.815e-05,1122,6.915807075610297e-05,10.001600768368816,25.48262548262548,40.0020970955227
0,0.006248,0.00396,0.0003862,2309,0.00014232262511215842,10.001600768368816,25.48262548262548,404.9491454335745
0,0.006248,0.003975,0.0003862,5986,0.00036896632045100924,10.001600768368816,25.57915057915058,404.9491454335745
0,0.006248,0.004044,0.0003862,5807,0.0003579330809988324,10.001600768368816,26.02316602316602,404.9491454335745
0,0.006248,0.004074,0.0003862,3716,0.00022904758549882232,10.001600768368816,26.216216216216218,404.9491454335745
0,0.006248,0.004089,0.0003862,2132,0.00013141266207844165,10.001600768368816,26.31274131274131,404.9491454335745
0,0.006248,0.00412,0.0003862,2873,0.00017708657511790002,10.001600768368816,26.512226512226512,404.9491454335745
0,0.006248,0.004135,0.0003862,4153,0.00025598348293234905,10.001600768368816,26.608751608751607,404.9491454335745
0,0.006248,0.004166,0.0003862,2504,0.0001543420759120159,10.001600768368816,26.80823680823681,404.9491454335745
0,0.006248,0.004181,0.0003862,3741,0.00023058854072957325,10.001600768368816,26.9047619047619,404.9491454335745
0,0.006248,0.004196,0.0003862,1338,8.247192394979125e-05,10.001600768368816,27.001287001287,404.9491454335745
0,0.006248,0.004211,0.0003862,1725,0.00010632591092181605,10.001600768368816,27.0978120978121,404.9491454335745
0,0.006248,0.004227000000000001,0.0003862,12111,0.0007465003519849938,10.001600768368816,27.200772200772203,404.9491454335745
0,0.006248,0.004242,0.0003862,2513,0.00015489681979508624,10.001600768368816,27.297297297297295,404.9491454335745
0,0.006248,0.004272,0.0003862,2108,0.00012993334505692072,10.001600768368816,27.49034749034749,404.9491454335745
0,0.006248,0.004288,0.0003862,3115,0.0001920030217515693,10.001600768368816,27.593307593307593,404.9491454335745
0,0.006248,0.004303,0.0003862,9051,0.0005578874317410767,10.001600768368816,27.68983268983269,404.9491454335745
0,0.006248,0.004333,0.0003862,5153,0.00031762169216238733,10.001600768368816,27.882882882882882,404.9491454335745
0,0.006248,0.004349,0.0003862,1765,0.00010879143929101759,10.001600768368816,27.985842985842982,404.9491454335745
0,0.006248,0.004478,3.815e-05,1089,6.71240098515117e-05,10.001600768368816,28.815958815958815,40.0020970955227
0,0.006248,0.004539,3.815e-05,1378,8.493745231899277e-05,10.001600768368816,29.208494208494205,40.0020970955227
0,0.006248,0.004662,3.815e-06,6607,0.00040724364838286303,10.001600768368816,30.0,4.000209709552269
0,0.006248,0.006218,3.815e-05,2223,0.00013702173911837512,10.001600768368816,40.01287001287001,40.0020970955227
0,0.006248,0.006989,7.725e-05,2551,0.0001572390717458277,10.001600768368816,44.97425997425997,81.00031456432839
0,0.006248,0.01166,0.0001545,13938,0.0008591133602482738,10.001600768368816,75.03217503217503,162.00062912865678
0,0.006248,0.0159,7.725e-05,1841,0.00011347594319250051,10.001600768368816,102.31660231660231,81.00031456432839
0,0.006248,0.0159,0.0001926,1459,8.993014726662587e-05,10.001600768368816,102.31660231660231,201.95029883611195
0,0.006248,0.0159,0.0003862,1677,0.00010336727687877422,10.001600768368816,102.31660231660231,404.9491454335745
0,0.006248,0.01831,0.0007714999999999999,1843,0.00011359921961096058,10.001600768368816,117.82496782496781,808.9545978819334
0,0.006248,0.02386,0.0001926,3911,0.00024106703629867977,10.001600768368816,153.53925353925354,201.95029883611195
0,0.006248,0.02386,0.001543,8095,0.0004989613037171601,10.001600768368816,153.53925353925354,1617.909195763867
0,0.006248,0.0318,7.725e-05,3614,0.0002227604881573584,10.001600768368816,204.63320463320463,81.00031456432839
0,0.006248,0.0636,0.0001545,1951,0.00012025614620780472,10.001600768368816,409.26640926640925,162.00062912865678
0,0.006874,0.007767,0.0001163,2674,0.00016482057148112242,11.003681767248278,49.98069498069498,121.94610464506657
0,0.006874,0.009323,0.0002575,20902,0.0012883618493262604,11.003681767248278,59.99356499356499,270.00104854776134
0,0.007637,0.01941,1.049e-05,1421,8.758789531588442e-05,12.225068032655672,124.9034749034749,10.999266016567054
0,0.009369,0.00222,1.907e-05,1299,8.006803378981974e-05,14.997598847446774,14.285714285714286,19.995805808954596
0,0.009369,0.002579,0.000309,1021,6.29326116238691e-05,14.997598847446774,16.595881595881597,324.00125825731357
0,0.009369,0.002594,0.000309,1999,0.00012321478025084656,14.997598847446774,16.692406692406692,324.00125825731357
0,0.009369,0.002609,0.000309,3525,0.000217274687535885,14.997598847446774,16.78893178893179,324.00125825731357
0,0.009369,0.002625,0.000309,5273,0.00032501827726999196,14.997598847446774,16.89189189189189,324.00125825731357
0,0.009369,0.00264,0.000309,6064,0.00037377410077095224,14.997598847446774,16.988416988416986,324.00125825731357
0,0.009369,0.002655,0.000309,5745,0.00035411151202657,14.997598847446774,17.08494208494208,324.00125825731357
0,0.009369,0.002674,0.000309,3867,0.0002383549550925581,14.997598847446774,17.207207207207208,324.00125825731357
0,0.009369,0.002689,0.000309,5191,0.0003199639441131288,14.997598847446774,17.303732303732303,324.00125825731357
0,0.009369,0.002705,0.000309,5974,0.0003682266619402488,14.997598847446774,17.406692406692404,324.00125825731357
0,0.009369,0.00272,0.000309,8807,0.0005428477086889473,14.997598847446774,17.503217503217503,324.00125825731357
0,0.009369,0.002735,0.000309,6938,0.0004276458956380057,14.997598847446774,17.599742599742598,324.00125825731357
0,0.009369,0.00275,0.000309,4937,0.00030430783896869906,14.997598847446774,17.696267696267693,324.00125825731357
0,0.009369,0.002766,0.000309,6951,0.0004284471923579962,14.997598847446774,17.799227799227797,324.00125825731357
0,0.009369,0.002781,0.000309,5821,0.0003587960159280529,14.997598847446774,17.895752895752896,324.00125825731357
0,0.009369,0.002796,0.000309,5235,0.0003226760253192505,14.997598847446774,17.99227799227799,324.00125825731357
0,0.009369,0.002811,0.000309,5886,0.0003628024995280054,14.997598847446774,18.08880308880309,324.00125825731357
0,0.009369,0.002827,0.000309,3613,0.00022269884994812836,14.997598847446774,18.19176319176319,324.00125825731357
0,0.009369,0.0028420000000000003,0.000309,4824,0.00029734272132570476,14.997598847446774,18.28828828828829,324.00125825731357
0,0.009369,0.002857,0.000309,3361,0.00020716602122215872,14.997598847446774,18.384813384813384,324.00125825731357
0,0.009369,0.002876,0.000309,1803,0.00011113369124175904,14.997598847446774,18.507078507078507,324.00125825731357
0,0.009369,0.002892,0.000309,3523,0.00021715141111742492,14.997598847446774,18.610038610038607,324.00125825731357
0,0.009369,0.002907,0.000309,1953,0.00012037942262626479,14.997598847446774,18.706563706563706,324.00125825731357
0,0.009369,0.002922,0.000309,1180,7.27330868914452e-05,14.997598847446774,18.8030888030888,324.00125825731357
0,0.009369,0.002937,0.000309,1685,0.00010386038255261453,14.997598847446774,18.899613899613897,324.00125825731357
0,0.009369,0.002968,0.000309,1892,0.00011661949186323245,14.997598847446774,19.0990990990991,324.00125825731357
0,0.009369,0.002983,0.000309,1112,6.854168866380259e-05,14.997598847446774,19.195624195624195,324.00125825731357
0,0.009369,0.003109,0.0003862,4675,0.000288158628150429,14.997598847446774,20.006435006435005,404.9491454335745
0,0.009369,0.00317,7.725e-05,4733,0.00029173364428577124,14.997598847446774,20.3989703989704,81.00031456432839
0,0.009369,0.0032310000000000004,9.537e-06,3237,0.00019952288327763397,14.997598847446774,20.79150579150579,10.0
0,0.009369,0.003605,0.0001154,1115,6.87266032914927e-05,14.997598847446774,23.1981981981982,121.00241165985109
0,0.009369,0.005486,9.537e-06,19954,0.001229928826976184,14.997598847446774,35.3024453024453,10.0
0,0.009369,0.005486,1.049e-05,2459,0.00015156835649666418,14.997598847446774,35.3024453024453,10.999266016567054
0,0.009369,0.005486,0.0001545,22764,0.0014031321949125918,14.997598847446774,35.3024453024453,162.00062912865678
0,0.009369,0.005486,0.0003862,3908,0.00024088212167098965,14.997598847446774,35.3024453024453,404.9491454335745
0,0.009369,0.005592,0.0001154,1114,6.866496508226266e-05,14.997598847446774,35.98455598455598,121.00241165985109
0,0.009369,0.006012,0.0007534,1649,0.00010164140702033315,14.997598847446774,38.687258687258684,789.9758834014889
0,0.009369,0.006058,0.000309,16865,0.001039528398664596,14.997598847446774,38.98326898326898,324.00125825731357
0,0.009369,0.0060880000000000005,0.0007534,2309,0.00014232262511215842,14.997598847446774,39.176319176319176,789.9758834014889
0,0.009369,0.006104,0.0007534,1209,7.45205949591163e-05,14.997598847446774,39.27927927927928,789.9758834014889
0,0.009369,0.006218,3.815e-05,8310,0.0005122135187016182,14.997598847446774,40.01287001287001,40.0020970955227
0,0.009369,0.007286,0.0007534,2074,0.00012783764594309944,14.997598847446774,46.88545688545688,789.9758834014889
0,0.009369,0.007408,0.0007534,2440,0.00015039723052129344,14.997598847446774,47.67052767052767,789.9758834014889
0,0.009369,0.007492,0.0007534,3298,0.0002032828140406663,14.997598847446774,48.21106821106821,789.9758834014889
0,0.009369,0.007523,0.0007534,1839,0.00011335266677404042,14.997598847446774,48.41055341055341,789.9758834014889
0,0.009369,0.007537999999999999,0.0007534,1313,8.093096871904029e-05,14.997598847446774,48.507078507078496,789.9758834014889
0,0.009369,0.007767,3.815e-06,26283,0.0016200370531930966,14.997598847446774,49.98069498069498,4.000209709552269
0,0.009369,0.007767,7.629e-06,11951,0.0007366382385081877,14.997598847446774,49.98069498069498,7.9993708713431895
0,0.009369,0.007767,3.815e-05,47387,0.0029208498207838247,14.997598847446774,49.98069498069498,40.0020970955227
0,0.009369,0.008179,0.0007534,1603,9.88060493957514e-05,14.997598847446774,52.63191763191763,789.9758834014889
0,0.009369,0.008331,0.0007534,1429,8.808100098972473e-05,14.997598847446774,53.61003861003861,789.9758834014889
0,0.009369,0.008347,0.0007534,1208,7.445895674988626e-05,14.997598847446774,53.71299871299871,789.9758834014889
0,0.009369,0.008408,0.0007534,2199,0.0001355424220968542,14.997598847446774,54.105534105534105,789.9758834014889
0,0.009369,0.00856,0.0007534,1123,6.9219708965333e-05,14.997598847446774,55.08365508365508,789.9758834014889
0,0.009369,0.008759000000000001,0.0007534,1209,7.45205949591163e-05,14.997598847446774,56.364221364221365,789.9758834014889
0,0.009369,0.009323,3.815e-05,18125,0.001117192542294444,14.997598847446774,59.99356499356499,40.0020970955227
0,0.009369,0.009323,0.003086,5007,0.00030862251361480177,14.997598847446774,59.99356499356499,3235.818391527734
0,0.009369,0.01048,1.717e-05,178253,0.010987195709882016,14.997598847446774,67.43886743886743,18.00356506238859
0,0.009369,0.01193,0.0001698,52028,0.0032069127498204324,14.997598847446774,76.76962676962677,178.0434098773199
0,0.009369,0.01244,3.815e-05,3853,0.00023749202016333756,14.997598847446774,80.05148005148004,40.0020970955227
0,0.009369,0.01244,7.725e-05,1431,8.82042774081848e-05,14.997598847446774,80.05148005148004,81.00031456432839
0,0.009369,0.01553,0.0001154,10908,0.0006723495862812577,14.997598847446774,99.93564993564993,121.00241165985109
0,0.009369,0.01553,0.0001888,2283,0.00014072003167217743,14.997598847446774,99.93564993564993,197.96581734297996
0,0.009369,0.0159,3.815e-05,3773,0.00023256096342493449,14.997598847446774,102.31660231660231,40.0020970955227
0,0.009369,0.0159,0.0001545,16302,0.0010048260868680842,14.997598847446774,102.31660231660231,162.00062912865678
0,0.009369,0.0159,0.0001926,1102,6.79253065715022e-05,14.997598847446774,102.31660231660231,201.95029883611195
0,0.009369,0.0159,0.0002317,19344,0.0011923295193458608,14.997598847446774,102.31660231660231,242.94851630491766
0,0.009369,0.0159,0.0003862,5919,0.00036483656043259665,14.997598847446774,102.31660231660231,404.9491454335745
0,0.009369,0.0159,0.0007714999999999999,11617,0.0007160510766253549,14.997598847446774,102.31660231660231,808.9545978819334
0,0.009369,0.016630000000000002,0.0006942999999999999,1018,6.274769699617898e-05,14.997598847446774,107.01415701415702,728.0067107056725
0,0.009369,0.017759999999999998,0.0007534,1171,7.217834300837485e-05,14.997598847446774,114.28571428571426,789.9758834014889
0,0.009369,0.01822,0.0007534,1758,0.00010835997182640732,14.997598847446774,117.24581724581724,789.9758834014889
0,0.009369,0.01831,0.0007534,2418,0.0001490411899182326,14.997598847446774,117.82496782496781,789.9758834014889
0,0.009369,0.01865,0.0007534,2857,0.0001761003637702194,14.997598847446774,120.01287001287001,789.9758834014889
0,0.009369,0.01941,1.049e-05,27869,0.0017177952530319372,14.997598847446774,124.9034749034749,10.999266016567054
0,0.009369,0.02332,0.0002642,6944,0.00042801572489338595,14.997598847446774,150.06435006435007,277.0263185488099
0,0.009369,0.02994,0.0006942999999999999,1075,6.626107492229117e-05,14.997598847446774,192.66409266409266,728.0067107056725
0,0.009369,0.03107,3.815e-05,34762,0.002142667429254591,14.997598847446774,199.93564993564993,40.0020970955227
0,0.009369,0.03107,7.534e-05,4184,0.00025789426741848026,14.997598847446774,199.93564993564993,78.99758834014888
0,0.009369,0.03107,0.0003767,4803,0.00029604831893187395,14.997598847446774,199.93564993564993,394.98794170074444
0,0.009369,0.03107,0.0007534,26036,0.0016048124155132772,14.997598847446774,199.93564993564993,789.9758834014889
0,0.009369,0.0318,3.815e-05,26516,0.0016343987559436955,14.997598847446774,204.63320463320463,40.0020970955227
0,0.009369,0.0318,7.725e-05,15594,0.0009611862347332172,14.997598847446774,204.63320463320463,81.00031456432839
0,0.009369,0.0318,0.0001116,9179,0.0005657771225225215,14.997598847446774,204.63320463320463,117.01793016671908
0,0.009369,0.0318,0.0001125,4207,0.0002593119462307711,14.997598847446774,204.63320463320463,117.96162315193456
0,0.009369,0.0318,0.0003862,2717,0.00016747101447801404,14.997598847446774,204.63320463320463,404.9491454335745
0,0.009369,0.0318,0.001234,10667,0.0006574947778568185,14.997598847446774,204.63320463320463,1293.9079375065535
0,0.009369,0.0318,0.007720999999999999,2299,0.00014170624301985805,14.997598847446774,204.63320463320463,8095.837265387437
0,0.009369,0.03882,7.725e-05,54564,0.0033632272484278095,14.997598847446774,249.8069498069498,81.00031456432839
0,0.009369,0.03979,0.0001926,1116,6.878824150072273e-05,14.997598847446774,256.048906048906,201.95029883611195
0,0.009369,0.04773,0.000309,5606,0.00034554380094359467,14.997598847446774,307.1428571428571,324.00125825731357
0,0.009369,0.04773,0.0007714999999999999,1935,0.0001192699348601241,14.997598847446774,307.1428571428571,808.9545978819334
0,0.009369,0.04773,0.007720999999999999,4046,0.00024938819454473494,14.997598847446774,307.1428571428571,8095.837265387437
0,0.009369,0.0636,0.000309,5798,0.00035737833711576206,14.997598847446774,409.26640926640925,324.00125825731357
0,0.009369,0.0636,0.0007714999999999999,1799,0.0001108871384048389,14.997598847446774,409.26640926640925,808.9545978819334
0,0.009369,0.1272,0.0007714999999999999,4783,0.00029481555474727316,14.997598847446774,818.5328185328185,808.9545978819334
0,0.009369,0.1433,0.0009651,8882,0.0005474705743812001,14.997598847446774,922.1364221364222,1011.9534444793959
0,0.0125,0.0001554,3.815e-06,2291,0.00014121313734601773,20.0096046102129,1.0,4.000209709552269
0,0.0125,0.001972,3.815e-05,6058,0.000373404271515572,20.0096046102129,12.689832689832688,40.0020970955227
0,0.0125,0.002037,3.815e-05,1059,6.527486357461056e-05,20.0096046102129,13.108108108108109,40.0020970955227
0,0.0125,0.002052,3.815e-05,1131,6.971281463917331e-05,20.0096046102129,13.204633204633204,40.0020970955227
0,0.0125,0.002159,3.815e-05,1052,6.484339611000029e-05,20.0096046102129,13.893178893178892,40.0020970955227
0,0.0125,0.002174,3.815e-05,1089,6.71240098515117e-05,20.0096046102129,13.98970398970399,40.0020970955227
0,0.0125,0.00219,3.815e-05,1437,8.857410666356503e-05,20.0096046102129,14.092664092664092,40.0020970955227
0,0.0125,0.002205,3.815e-05,1324,8.16089890205707e-05,20.0096046102129,14.189189189189188,40.0020970955227
0,0.0125,0.00227,3.815e-05,1739,0.0001071888458510366,20.0096046102129,14.607464607464605,40.0020970955227
0,0.0125,0.002316,3.815e-05,1125,6.934298538379308e-05,20.0096046102129,14.903474903474901,40.0020970955227
0,0.0125,0.002331,3.815e-05,3437,0.00021185052512364162,20.0096046102129,15.0,40.0020970955227
0,0.0125,0.002346,3.815e-05,4339,0.0002674481898491362,20.0096046102129,15.096525096525095,40.0020970955227
0,0.0125,0.002361,3.815e-05,2916,0.00017973701811479167,20.0096046102129,15.19305019305019,40.0020970955227
0,0.0125,0.002377,3.815e-05,2663,0.00016414255117959197,20.0096046102129,15.296010296010296,40.0020970955227
0,0.0125,0.002407,3.815e-05,1353,8.339649708824181e-05,20.0096046102129,15.489060489060487,40.0020970955227
0,0.0125,0.002422,3.815e-05,1869,0.00011520181305094158,20.0096046102129,15.585585585585585,40.0020970955227
0,0.0125,0.002438,3.815e-05,1298,8.000639558058971e-05,20.0096046102129,15.688545688545688,40.0020970955227
0,0.0125,0.002457,3.815e-05,2441,0.0001504588687305235,20.0096046102129,15.81081081081081,40.0020970955227
0,0.0125,0.002502,3.815e-05,2103,0.00012962515401077055,20.0096046102129,16.1003861003861,40.0020970955227
0,0.0125,0.002518,3.815e-05,1751,0.00010792850436179705,20.0096046102129,16.2033462033462,40.0020970955227
0,0.0125,0.002533,3.815e-05,2299,0.00014170624301985805,20.0096046102129,16.2998712998713,40.0020970955227
0,0.0125,0.002548,3.815e-05,1883,0.00011606474798016211,20.0096046102129,16.396396396396394,40.0020970955227
0,0.0125,0.002563,3.815e-05,1008,6.21313149038786e-05,20.0096046102129,16.492921492921493,40.0020970955227
0,0.0125,0.002579,3.815e-05,1471,9.066980577738634e-05,20.0096046102129,16.595881595881597,40.0020970955227
0,0.0125,0.002594,3.815e-05,3735,0.00023021871147419303,20.0096046102129,16.692406692406692,40.0020970955227
0,0.0125,0.002609,3.815e-05,4446,0.00027404347823675024,20.0096046102129,16.78893178893179,40.0020970955227
0,0.0125,0.002625,3.815e-05,4339,0.0002674481898491362,20.0096046102129,16.89189189189189,40.0020970955227
0,0.0125,0.00264,3.815e-05,2390,0.00014731532005979152,20.0096046102129,16.988416988416986,40.0020970955227
0,0.0125,0.002655,3.815e-05,3031,0.00018682541217624607,20.0096046102129,17.08494208494208,40.0020970955227
0,0.0125,0.002674,3.815e-05,1234,7.606155018986726e-05,20.0096046102129,17.207207207207208,40.0020970955227
0,0.0125,0.002857,3.815e-05,1389,8.561547262052319e-05,20.0096046102129,18.384813384813384,40.0020970955227
0,0.0125,0.002876,3.815e-05,2936,0.00018096978229939243,20.0096046102129,18.507078507078507,40.0020970955227
0,0.0125,0.002892,3.815e-05,3327,0.0002050703221083374,20.0096046102129,18.610038610038607,40.0020970955227
0,0.0125,0.002922,3.815e-05,1026,6.324080267001929e-05,20.0096046102129,18.8030888030888,40.0020970955227
0,0.0125,0.002983,3.815e-05,1104,6.804858298996228e-05,20.0096046102129,19.195624195624195,40.0020970955227
0,0.0125,0.003109,0.0003862,5761,0.0003550977233742506,20.0096046102129,20.006435006435005,404.9491454335745
0,0.0125,0.003681,3.815e-05,1132,6.977445284840335e-05,20.0096046102129,23.687258687258684,40.0020970955227
0,0.0125,0.003899,3.815e-05,1108,6.829513582688244e-05,20.0096046102129,25.09009009009009,40.0020970955227
0,0.0125,0.003929,3.815e-05,1088,6.706237164228166e-05,20.0096046102129,25.283140283140284,40.0020970955227
0,0.0125,0.003944,3.815e-05,2166,0.00013350836119226296,20.0096046102129,25.379665379665376,40.0020970955227
0,0.0125,0.00396,3.815e-05,1064,6.558305462076075e-05,20.0096046102129,25.48262548262548,40.0020970955227
0,0.0125,0.003975,3.815e-05,1453,8.956031801124565e-05,20.0096046102129,25.57915057915058,40.0020970955227
0,0.0125,0.004005,3.815e-05,2266,0.00013967218211526677,20.0096046102129,25.77220077220077,40.0020970955227
0,0.0125,0.004021,3.815e-05,1804,0.00011119532945098908,20.0096046102129,25.875160875160876,40.0020970955227
0,0.0125,0.005501,3.815e-05,1019,6.280933520540902e-05,20.0096046102129,35.3989703989704,40.0020970955227
0,0.0125,0.005623,3.815e-05,1030,6.348735550693945e-05,20.0096046102129,36.184041184041185,40.0020970955227
0,0.0125,0.00589,3.815e-05,1429,8.808100098972473e-05,20.0096046102129,37.902187902187904,40.0020970955227
0,0.0125,0.005905,3.815e-05,1124,6.928134717456304e-05,20.0096046102129,37.998712998712996,40.0020970955227
0,0.0125,0.006104,9.537e-06,4094,0.00025234682858777676,20.0096046102129,39.27927927927928,10.0
0,0.0125,0.006104,1.049e-05,3709,0.00022861611803421205,20.0096046102129,39.27927927927928,10.999266016567054
0,0.0125,0.006104,1.144e-05,2882,0.00017764131900097036,20.0096046102129,39.27927927927928,11.995386389850058
0,0.0125,0.006104,1.431e-05,2209,0.0001361588041891546,20.0096046102129,39.27927927927928,15.004718464926077
0,0.0125,0.006104,1.526e-05,7497,0.00046210165459759713,20.0096046102129,39.27927927927928,16.000838838209077
0,0.0125,0.006104,0.0003862,10884,0.0006708702692597369,20.0096046102129,39.27927927927928,404.9491454335745
0,0.0125,0.006218,3.815e-05,2937,0.00018103142050862248,20.0096046102129,40.01287001287001,40.0020970955227
0,0.0125,0.006218,5.627e-05,8125,0.0005008104499940612,20.0096046102129,40.01287001287001,59.001782531194294
0,0.0125,0.007301,0.0003862,1950,0.00012019450799857468,20.0096046102129,46.98198198198198,404.9491454335745
0,0.0125,0.007767,3.815e-05,2370,0.00014608255587519075,20.0096046102129,49.98069498069498,40.0020970955227
0,0.0125,0.007767,0.000309,5457,0.000336359707768319,20.0096046102129,49.98069498069498,324.00125825731357
0,0.0125,0.007828,0.0003862,1917,0.00011816044709398341,20.0096046102129,50.37323037323037,404.9491454335745
0,0.0125,0.008102,9.537e-06,3528,0.0002174596021635751,20.0096046102129,52.136422136422134,10.0
0,0.0125,0.008545,3.815e-05,1040,6.410373759923983e-05,20.0096046102129,54.98712998712999,40.0020970955227
0,0.0125,0.009186,0.0003862,8855,0.0005458063427319891,20.0096046102129,59.11196911196911,404.9491454335745
0,0.0125,0.009323,3.815e-05,8597,0.0005299036847506392,20.0096046102129,59.99356499356499,40.0020970955227
0,0.0125,0.01048,1.717e-05,2184,0.00013461784895840365,20.0096046102129,67.43886743886743,18.00356506238859
0,0.0125,0.01082,3.815e-05,1092,6.730892447920182e-05,20.0096046102129,69.62676962676962,40.0020970955227
0,0.0125,0.01088,3.815e-05,72014,0.004438813999491978,20.0096046102129,70.01287001287001,40.0020970955227
0,0.0125,0.01213,0.00030139999999999995,1582,9.751164700192058e-05,20.0096046102129,78.05662805662806,316.0322952710495
0,0.0125,0.01244,0.0001545,2771,0.00017079947777643613,20.0096046102129,80.05148005148004,162.00062912865678
0,0.0125,0.01244,0.00030139999999999995,1423,8.771117173434449e-05,20.0096046102129,80.05148005148004,316.0322952710495
0,0.0125,0.01398,3.815e-05,1402,8.64167693405137e-05,20.0096046102129,89.96138996138995,40.0020970955227
0,0.0125,0.01553,0.0003767,10744,0.0006622409199675314,20.0096046102129,99.93564993564993,394.98794170074444
0,0.0125,0.0159,0.0001545,1240,7.64313794452475e-05,20.0096046102129,102.31660231660231,162.00062912865678
